0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,4,5,6,7,8,9
original_glcm_SumSquares,9.116437120725719,10.81735518660623,10.241989224005335,6.211380966543036,5.8663223705391,8.108901571572515,5.900811079787608,5.754965070980367,17.03654804394856,11.079822887589339,35.754621755458864,7.04060563189269,7.057364632033221,6.7982040959418475,7.496696139127958,10.48738210662618,3.6764054710140206,6.109651831400732,5.463880748503706,4.978795456001918,5.9519519376341306,6.223237461730455,13.118836098512238,5.095892305074766,12.82790459945008,23.068189578049534,5.4410108172232565,4.3729221642541765,4.405429748878755,7.02225788591199,5.599298106901252
original_gldm_DependenceEntropy,6.00809671084018,6.018095005995296,6.0709528908621495,5.825649453417121,5.960032663812659,5.937034712066225,5.894427405981081,5.895996423206549,6.111158722725162,6.006105857628758,6.424548024413441,5.909738218918981,6.001238944711025,5.9703586129771935,5.908031987182995,6.014697894377249,5.757591021184229,5.927528604790907,5.7662908797266414,5.905870895661857,5.835045975287165,5.855839498391471,6.161802787915868,5.7951183172060245,6.072818277488801,6.245063190473456,5.8558918618836024,5.748484307029004,5.761830054578561,5.8139835991872895,5.806274618474125
original_gldm_DependenceNonUniformity,749.9679440829116,887.7955925342928,912.6044791886752,601.2089388538525,818.8495852534562,917.153549382716,550.1583427922815,954.3054283845651,508.71812080536915,991.1966735966736,1853.2409141406126,696.9416952474278,988.889844525306,1123.7598719316968,524.0500497182632,916.0775306589067,501.07384615384615,942.9250082590023,495.11221545367107,866.6665541680729,674.4496290978703,571.6496743132257,1082.714175803039,611.3690797546012,774.9482521332233,1499.515346181299,778.9100642398287,528.8117585025046,197.9108910891089,596.719741480611,629.4309122034728
original_gldm_DependenceNonUniformityNormalized,0.18075872356782635,0.19963921577114746,0.192817341894924,0.1648502711417199,0.1509400157149228,0.1769200519642585,0.1561175774098415,0.15603424270512836,0.24387254113392576,0.20606999451074295,0.29411853898438545,0.17073534915419591,0.16356100637203208,0.14991460404638432,0.17369905525961657,0.19041312214901407,0.12848047337278107,0.155752396474893,0.15874069107203304,0.14624815291395088,0.16139019600331905,0.1618945551722531,0.20825431348394674,0.150029222025669,0.21330807930999815,0.2675794693399891,0.151627421498896,0.1394178113636975,0.13996526951139243,0.17529957152779407,0.15393272492136775
original_gldm_DependenceVariance,2.7614003112894987,2.358971205678615,2.463493507003102,3.113729754780401,3.842038692688314,2.9001198785912967,3.9752029540262908,3.450067498174598,1.9215442584402798,2.274511953181392,1.2270824775434739,3.0520517533627753,3.2080572267155905,3.8485819972003568,3.0443799356403645,2.6864929375066775,5.2508399737015115,3.58428345965487,3.40205409840565,4.093647618638652,3.4410233003919317,3.472683624852532,2.1861448861194805,3.8414041025255,2.0070647925714438,1.4859101865140683,3.9394553796730722,4.3661404940025434,4.386570744364798,2.958887104546942,3.7436843152548387
original_gldm_GrayLevelNonUniformity,396.5801397927211,380.3892511805712,414.6230720473273,412.54483136824786,628.3747465437788,515.1709104938271,410.81895573212256,717.6353826030085,142.77372962607862,406.8956340956341,302.34645294397717,430.9049485546301,644.6377770426728,878.3703308431163,310.4464700033146,430.9709000207857,578.9430769230769,696.2484307895606,380.39980763065086,743.9686128923388,484.97319932998323,400.07731520815634,405.5401038661281,507.3764417177914,285.22130470685386,329.8254817987152,624.0075919797547,516.3546005800158,188.97454031117397,364.1010575793184,495.4421618977745
original_gldm_GrayLevelVariance,9.007386401494907,10.947878794743618,10.36768741298771,6.233453370443414,5.935959430015503,8.183355600327692,5.9435851582339225,5.863472430332089,17.149230499821208,11.04045629989497,35.6949345963505,7.10191712951616,6.999416536293751,7.309821232298636,7.488993812435532,11.473799757631229,3.6838395792241942,6.10355222772604,5.430242776615231,5.059364431543998,5.89953905857184,6.244980714970155,12.993735941570133,5.1263993977944216,12.877895524320635,23.20783802713571,5.427401255435599,4.3335113894640855,4.3687273556614095,7.029307039758298,5.5592650228431095
original_gldm_HighGrayLevelEmphasis,156.83875632682575,141.42725432876097,179.6919501373336,131.77543186180424,90.37935483870967,151.05594135802468,121.87854710556186,96.10104643557881,309.10690316395016,197.64968814968816,467.0893508966831,117.57839294463498,128.96195831955012,115.37993596584845,111.00629764666887,296.96508002494284,54.057435897435894,125.87115956392468,92.72298813722347,75.53037462031725,83.06939459200765,86.34013027470971,197.47586074245046,89.34699386503067,163.53949903660887,393.68790149892936,91.72162740899357,70.32718165040865,76.46251768033946,128.70887191539364,92.55172413793103
original_gldm_LargeDependenceEmphasis,12.352133044107013,10.150438497863728,11.332136065920135,14.717027693995064,17.26396313364055,12.619984567901234,16.524971623155505,16.33060824068018,7.557046979865772,9.980041580041581,5.425646722742422,13.69671729544341,14.95732715845187,17.5610992529349,13.129267484255884,11.180004157139887,23.407179487179487,16.262305913445655,15.860532221865983,19.38879514006075,15.412060301507537,14.866893231379212,9.780150028851702,17.4760736196319,9.116707954858244,6.388294075660243,17.260463305431184,19.787239651990507,19.07920792079208,12.685076380728555,16.161164098801663
original_gldm_LargeDependenceHighGrayLevelEmphasis,1847.7965774885515,1397.2343152687206,1988.1250792309318,1885.4463942966822,1525.0945622119816,1836.6122685185185,1983.4284903518728,1519.7580117724003,2270.0886864813037,1934.6014553014552,2457.4283447071894,1590.8493385595295,1886.7330466424082,1956.0624332977588,1408.4753065959562,3229.9245479110373,1201.0466666666666,1999.9319458209447,1435.825264507855,1386.9411069861626,1234.5204594400575,1238.2721608609459,1908.5102904404694,1519.8687116564417,1431.2130470685383,2449.6179514632404,1531.5888650963598,1366.3219087793304,1452.001414427157,1566.2082843713279,1429.9882611885546
original_gldm_LargeDependenceLowGrayLevelEmphasis,0.0962656842237205,0.09103653260244098,0.07502077564696824,0.12756271133293293,0.2290198193912402,0.09760993155123601,0.15227855221581452,0.2034997892713179,0.029150871908470186,0.058992668770673794,0.015209509490898762,0.13660635058138357,0.1356718689971914,0.17809685598811117,0.14407947681008684,0.04163575987243474,0.5288461330681753,0.14802489465156218,0.19990834662270643,0.3202841896543505,0.22704823830824702,0.21160398448989418,0.05998949488136257,0.22716675555115004,0.07601867115179763,0.019803737602852294,0.22144592023009946,0.32748469886603804,0.28528208479255557,0.11524335180553812,0.2075709290960649
original_gldm_LowGrayLevelEmphasis,0.009454466834852477,0.012217318376910247,0.007900513555590185,0.009803624573416386,0.01705255441023714,0.009152001616905115,0.010815704476586155,0.014772357591819125,0.004741263564804638,0.00706160330318108,0.003586445998767578,0.012069525052370467,0.010486753330946315,0.012312174263698584,0.013842948226170083,0.004207681802537306,0.027791947324676665,0.010592749222977529,0.015477939492508032,0.019334095726340306,0.019219047466902495,0.019042593835089106,0.007528004460982687,0.015434414437756516,0.011918507401036922,0.003880036624074192,0.015499059976945641,0.020653975336434375,0.018036174437465132,0.010581672313147187,0.015806407057108642
original_gldm_SmallDependenceEmphasis,0.27962964124349826,0.33572597319041547,0.2855172582097139,0.23780755837864093,0.21992359379086693,0.285390955198447,0.23676450033933055,0.22236244096583319,0.428385659553051,0.32565114275855617,0.4955847715746088,0.26078966662290515,0.23698138170221564,0.2153475206051284,0.280358503564207,0.3195203393816629,0.176251549624277,0.2294465114487332,0.22603055736953248,0.18644182915333316,0.2404677041930661,0.2620675889378727,0.32609793696638467,0.21672001412623543,0.3476675621543843,0.44845614664164757,0.22736624551871268,0.2064912014315678,0.22024069623681303,0.293695637585448,0.24719226796747829
original_gldm_SmallDependenceHighGrayLevelEmphasis,46.602852478484586,50.348048134475455,54.073867051241784,33.376879057874355,20.879922362185617,45.62575419652082,30.18989577665282,23.09208341103034,137.51977194497164,66.52236934082254,237.36455615825653,31.817218282337613,32.19988571733457,27.093574144854152,32.89359212107915,99.8475871144165,10.644153326263135,30.001402188010307,21.689640625845698,15.821253892791365,21.446357951040497,24.55722525731666,65.61621206547561,20.340775403802223,60.90700776414438,180.46325930603393,22.35661128507562,15.5722039869639,17.531421236459867,40.67257074439986,24.736369482306266
original_gldm_SmallDependenceLowGrayLevelEmphasis,0.0034762397204605023,0.005964716295142661,0.002994044905406335,0.0029698257532877327,0.005999183822221743,0.003455360799988307,0.0033641224061022085,0.004449835439349669,0.0025188858229190933,0.002949797858745315,0.002207844039363614,0.0042605772747243914,0.003242910458615542,0.0038937658248569076,0.005646169001007144,0.0016318999272208878,0.00773671772428035,0.003290121241627766,0.005148837939472992,0.00489889859277491,0.007299717658673312,0.007865932167065387,0.0032326253064060657,0.0047334745898321385,0.006109193683520183,0.002199729407090871,0.0050422534931407375,0.006679469678003728,0.005580901940222805,0.0039806702523729805,0.0057849630982659975
original_glrlm_GrayLevelNonUniformity,354.94053259009866,346.2538023972469,374.8013659120145,363.5360790314966,546.1971792841699,459.86846683447254,357.9675371020173,626.3980167597707,132.74684878373952,370.73611849146505,286.2467817788381,382.7425387103484,569.0863509274312,761.0284982740957,277.14911235352736,388.4359260396332,484.0014111231073,608.7117140241869,332.02716207950755,639.0535587948388,425.60072886732445,352.0667734802901,371.00158498181924,439.36625435446007,261.8148704956717,309.62315446142077,541.1657946447526,441.42061136965935,162.69940771159125,324.94278440125385,432.059066909409
original_glrlm_GrayLevelNonUniformityNormalized,0.0930542210818614,0.08362231064501446,0.08570920187047207,0.1098448173838304,0.112170809686447,0.09657336105942155,0.11258721099448563,0.11374729037981354,0.06718672699103566,0.0827253895262316,0.04733883148933334,0.10269860570352217,0.10381858651123774,0.11330242198121673,0.10025017062029125,0.08715486673350949,0.1418900279577945,0.11153166018783228,0.1179256662640167,0.12143637543656088,0.11248236332350645,0.10972983272775984,0.07652782879555321,0.12026916199561957,0.07699889625783277,0.05795657756761941,0.1172959673053172,0.1311323252404679,0.1291293982136464,0.10392289264574485,0.11701585819176685
original_glrlm_GrayLevelVariance,9.396439553846408,11.35679153958617,10.753468253862302,6.540742069501636,6.249736152237409,8.56143651069016,6.270706895172622,6.162721651194124,17.647886415468324,11.439585250501427,36.450252666313155,7.4223590336613405,7.313765711772716,7.794915484684434,7.825143145751108,12.017428200301175,3.946392950450262,6.419050716395687,5.715677962748783,5.336262369129599,6.202763969015943,6.569800392634954,13.401004623325273,5.41953653483988,13.29158156571781,23.785838389223784,5.729333762276306,4.608688389912146,4.618605341403593,7.362607490376996,5.877022931517062
original_glrlm_HighGrayLevelRunEmphasis,157.4105869646703,141.76102046968546,180.07069554713922,132.14028484132456,90.59556342314052,151.50516465407568,122.10837947593656,96.41861871388407,309.62779038367813,197.96430544041317,467.72341740724096,117.74185560250541,129.23965117926102,115.82732893485871,111.32372722882096,297.62424786027924,54.40255425616529,126.15068233747996,92.93102061578254,75.96703303649457,83.35409350198958,86.64958572565182,197.66074244070285,89.59725560270428,164.02154012643183,394.166942565019,92.02847946692926,70.52212912708826,76.56651684927476,129.17311838406187,92.94081092381319
original_glrlm_LongRunEmphasis,1.2825514249038361,1.2352819731710485,1.2620524064067813,1.3308309967981617,1.3731684008818816,1.2845198325642229,1.3546805529377226,1.3614103888960414,1.173838326326132,1.2329640048532273,1.1308187330934367,1.3087175290728605,1.3333398553988642,1.3797823715553177,1.2937243759243537,1.2538674055378476,1.4827065430354887,1.3581843486269372,1.349894431588545,1.4181426085365731,1.3387380804912654,1.325357814791583,1.2304334346832726,1.3769956728190011,1.21645439021867,1.1527014460949148,1.3708104519708404,1.418665400060752,1.4027489620882159,1.2849700610825023,1.3518461331386304
original_glrlm_LongRunHighGrayLevelEmphasis,199.8471949154276,174.0182551183829,225.9663424157217,174.50381829651568,123.5553951351541,193.02667081986013,164.60014771545062,130.12218705954308,361.69821309282463,243.0479929021217,526.8409822816791,153.48205184739257,171.28711509531905,158.1424669525503,142.93115504911788,370.9040855938998,79.3544270540243,170.27811684372935,124.65649660641633,106.07455726855973,110.56903042810465,113.71186299190754,242.5514333402954,122.41418487740705,197.8687624586127,452.68942817463596,125.020155340693,99.35723834766834,106.93250908194103,164.3378405406509,124.2506703807019
original_glrlm_LongRunLowGrayLevelEmphasis,0.011804107282132706,0.014547132542431314,0.009738621358872617,0.012793562459736708,0.022459822740060364,0.011471940117636635,0.014277502261893005,0.019543564547595628,0.0054513208588017606,0.008518366936723915,0.00397335852904767,0.015361254618734046,0.013667014947801794,0.016437720655844045,0.017310135931006627,0.005187981414115874,0.0395084628669829,0.014025078589424356,0.020215078250194998,0.026653542506398734,0.024680235821004624,0.024156415045353728,0.00903783726994756,0.02063833362661836,0.013944430491566673,0.0043801396208972216,0.020574402609948896,0.028138891786002655,0.024516184814416624,0.013299931198590926,0.020627170944877857
original_glrlm_LowGrayLevelRunEmphasis,0.00959633395138891,0.012463492782279177,0.008004733802743432,0.009914709874536767,0.01746989907339734,0.009278434143333427,0.010975716467767464,0.015011988604892838,0.004794938753902157,0.007146271695870847,0.003625224743443946,0.012260577404844113,0.010625476009305983,0.012552390353970029,0.014106634345855094,0.004247035092381241,0.028477515327702426,0.010749370223433644,0.01577637284291456,0.01965311403618206,0.019677199890391864,0.019519169326439007,0.007629708234698411,0.015701849269670793,0.012171484046777778,0.003923820467171466,0.015787460618150003,0.021145488937798718,0.0183823858836173,0.01071385886656437,0.01612586575442195
original_glrlm_RunEntropy,4.077675403385852,4.165973973628704,4.159495229353993,3.865780380918051,3.875067166228344,4.016004252534347,3.8537077473127175,3.8559113418888273,4.40121143010173,4.168828104194241,4.865873133901024,3.9355512956436622,3.957727023561418,3.903856421931746,3.955031784363475,4.155089586885487,3.628739691391382,3.8780247910102568,3.787125568653721,3.8000135957391232,3.8380065426823005,3.863614102325833,4.28171048720874,3.7747780799166124,4.258245052580265,4.600895330459769,3.8096566232230904,3.6905648586132904,3.6676670261487696,3.9046117170431347,3.8053509496577655
original_glrlm_RunLengthNonUniformity,3252.971025576822,3613.7912444019926,3757.662623735038,2755.0710646062025,3975.2907133868434,4051.952788909549,2624.41787121433,4523.069930220399,1777.6889428662494,3914.927778087575,5582.664027315953,3138.6552077324513,4554.160296195771,5463.966642954596,2342.9677960052923,3852.6468310815917,2666.772489345399,4496.697976886408,2321.3908900494885,4221.377202496976,3136.7342368507207,2677.911039445512,4242.008967142197,2974.698813574656,2994.514076892493,4868.8226234984195,3770.8443579266077,2694.397374431504,1016.5167650101747,2660.678835908457,3051.4981024659883
original_glrlm_RunLengthNonUniformityNormalized,0.8524168143322577,0.8725819415191893,0.8589889780967833,0.8322026240044518,0.8157343047981236,0.8506786591220676,0.8250759516773478,0.8208156522145457,0.8996312321902467,0.8734338237801642,0.9231360856807135,0.8418562131080628,0.8303698807026235,0.8129275122211677,0.8473910399570441,0.8642548631934432,0.7810858297865526,0.8232105856271007,0.8240223044004923,0.80114651420168,0.8286770615390749,0.8342923530466965,0.8745645611781576,0.8138214125412139,0.8804899332800455,0.9112407849039582,0.8168523396388314,0.7998910536243021,0.806105933537107,0.8508015057174323,0.8260249048970285
original_glrlm_RunPercentage,0.9193503531898326,0.9311030772690321,0.9239220530156511,0.9074476387336272,0.8975540588443814,0.9185511633428299,0.9022090282022177,0.9004251144538914,0.947156869975662,0.9316967855429394,0.9596523140405064,0.912976293672031,0.9066261228021069,0.896036860684673,0.9163203385941205,0.9263706569879923,0.8745759368836292,0.9015145739625423,0.9027055022566403,0.8880422648563047,0.9053877445837245,0.9086334226521142,0.9324722209892434,0.896441717791411,0.9359080226132248,0.9533025860648986,0.8980847845944205,0.8874242024782493,0.8910347078663908,0.9185121576425923,0.9029290592019865
original_glrlm_RunVariance,0.09845672617420526,0.08141787866995168,0.08987117758850317,0.11573245970571125,0.13010004552599488,0.09866125121007273,0.1251871596227754,0.12668494983293133,0.05891431668232772,0.08062822601327922,0.04473923189520545,0.10815938578104833,0.11561103876320221,0.13274906745984127,0.10243813755312062,0.08817870539040538,0.17303255325271572,0.1257883336962226,0.12150655928775975,0.14721401382896387,0.1179025189764166,0.11323603457287629,0.0793466516308051,0.13128691179298344,0.07435083673733914,0.052068472532620876,0.12962648847139766,0.14720698012790015,0.14123972463774528,0.09920391976412021,0.12399437084022802
original_glrlm_ShortRunEmphasis,0.9390847613403098,0.9481359698538031,0.9421319599270077,0.9299156047720522,0.922009060587542,0.9383848635841056,0.9264617664582734,0.9244765781327882,0.9599301660570279,0.9485452191002225,0.9697140152858323,0.9343137570362212,0.929003322313841,0.9207712517240061,0.9369166632510623,0.9444731052752231,0.9051037333980809,0.9255072777115316,0.9260256999425689,0.9148852740771601,0.9282445200479897,0.9308147361250545,0.9489200218165361,0.9212003598629764,0.9516151303897237,0.964786769777391,0.9226077511206658,0.9144569671239945,0.9173712793731691,0.9384709953296302,0.9268855551107537
original_glrlm_ShortRunHighGrayLevelEmphasis,148.24252373747652,134.67000002762592,169.93823338589462,123.1394730654325,83.68156224619611,142.50646197027615,113.30360495207418,89.38126974264645,297.60764626828905,188.02535566313279,454.0277555262927,110.13191733386931,120.26648752185793,106.98226135893424,104.54324301252763,281.594095720699,49.49652520578606,116.95475061768433,86.19892837796016,69.82317399657336,77.5869399395078,80.88451140214815,187.69492490064022,82.71438556304113,156.44365477858094,380.6201602988523,85.13481298494183,64.64389827996982,70.29434105309994,121.56847347757198,86.43643135629996
original_glrlm_ShortRunLowGrayLevelEmphasis,0.009116417918921633,0.011999554582487464,0.0076190905729544645,0.009302623720745532,0.01641898888414953,0.008800532450674923,0.010285597251918906,0.014051971880706476,0.004643162610651354,0.006841111044090139,0.0035443289677584517,0.0115961495355833,0.009974184430426185,0.011738299888751394,0.013411359900713047,0.004040340520516947,0.02627347901965457,0.01006425309303663,0.014833013573421223,0.018212524683146682,0.018604962340973738,0.01852243042053127,0.007315430705655337,0.014663817905894067,0.01177048494609198,0.003818611684113547,0.014778285425036229,0.01969943137717237,0.017125743707975812,0.010152795915332953,0.015182407170599096
original_glszm_GrayLevelNonUniformity,87.07075471698113,103.61073411474399,98.03375248180014,74.95589856670341,103.29818780889622,113.42085187539733,75.56213704994192,118.37454545454545,54.74308300395257,111.01270207852194,142.9960926597823,86.47320617620345,117.33709356337094,135.76354679802955,66.03218390804598,109.72553699284009,74.28462709284626,115.95258620689656,64.82825484764543,102.11688311688312,86.25440313111547,78.02857142857142,114.33021806853583,83.99546485260771,84.46883852691218,137.78963730569947,104.79584775086505,76.39304812834224,33.59934853420195,80.66440349175558,90.142
original_glszm_GrayLevelNonUniformityNormalized,0.06845185119259523,0.06391778785610364,0.06488004796942431,0.08264156402062119,0.08508911681128188,0.07210480093795126,0.08776090249702895,0.0860905785123967,0.05409395553750254,0.06409509357882329,0.03990959884448292,0.07854060506467161,0.07786137595445981,0.08359824310223495,0.07589906196327124,0.06546869748976139,0.11306640348987256,0.08329927170035673,0.08978982665878868,0.09472809194516059,0.08439765472711884,0.08574568288854004,0.05936148394004975,0.09523295334762778,0.05982212360262902,0.047595729639274435,0.09065384753535038,0.10212974348708856,0.10944413203323113,0.0782389946573769,0.090142
original_glszm_GrayLevelVariance,17.402292606107356,19.4508504015579,18.930284465869306,13.668181691097903,13.300682048261768,16.28275302112209,13.180333485763926,13.320914512396694,25.738036838569574,19.36728388065433,48.35157259889067,14.680735290599497,14.58477822363146,20.00392511344609,15.138762055753732,22.822450245213915,9.99857291456716,13.930605099748975,12.181574727020205,12.221959858323496,12.957997441799012,13.894724067141647,21.178202258216523,12.145439657344419,21.399872300556137,33.33196166340035,12.65718427102166,11.265856901827334,10.060138569109487,14.32689628311857,13.050576
original_glszm_HighGrayLevelZoneEmphasis,167.8309748427673,149.61628624305985,188.70549305095963,141.03197353914,95.67051070840198,159.993006993007,128.89895470383274,104.97890909090908,317.97233201581025,204.73267898383372,477.99665085124195,122.1353315168029,136.9462508294625,127.63177339901478,117.89310344827587,311.1939140811456,62.55555555555556,132.54022988505747,97.62880886426593,87.708719851577,90.35322896281801,95.42967032967033,201.88940809968847,94.72448979591837,174.2514164305949,401.13678756476685,100.11851211072664,76.59893048128342,80.85016286644951,139.69738118331716,100.81
original_glszm_LargeAreaEmphasis,95.09355345911949,68.66070326958668,100.8041032428855,514.5060639470782,899.5906095551894,231.03623649078193,753.7909407665505,1156.8407272727272,14.448616600790514,48.160508083140876,6.317331844822774,187.75476839237058,261.7186463171865,1745.692118226601,173.09080459770115,127.69152744630071,2172.042617960426,786.3390804597701,643.505540166205,1841.708719851577,647.087084148728,544.7813186813187,37.834371754932505,711.2120181405895,28.80240793201133,9.83419689119171,1045.5112456747404,1338.9505347593583,457.8762214983713,256.4131910766246,486.649
original_glszm_LargeAreaHighGrayLevelEmphasis,14237.845911949686,8991.170265268353,18539.16346790205,66587.58213891952,76780.13673805601,33237.64144945963,88927.50522648083,102550.992,4399.516798418972,9150.094110854503,2834.421992743511,21457.30336058129,32657.53682813537,182645.75862068965,18631.340229885056,36486.34785202864,107156.73363774734,92778.84770114943,58782.702216066486,129338.51298701299,48994.775929549905,46561.42307692308,7517.4273104880585,62874.7335600907,4333.510623229462,3749.145077720207,90398.26816608997,89420.30347593583,36016.87947882736,29878.45877788555,41018.768
original_glszm_LargeAreaLowGrayLevelEmphasis,0.6765658386974275,0.5683131035694609,0.5754258065497091,4.080604643771777,10.836714057021956,1.6553215317179812,6.536151555705879,13.34989125183573,0.053242033030618516,0.2719822715029623,0.018063655771210253,1.7299903937459873,2.211292357158437,17.135996222386602,1.7105380906862404,0.4576343615415604,46.35206739999459,6.857925422874707,7.256091399515124,27.140467282589434,8.828600911926374,6.611409748360722,0.2100998851668421,8.359681983932564,0.22570630935855618,0.0300979738180685,12.354494745343022,20.90882059085372,6.148360050481285,2.266834896596752,5.997674834549719
original_glszm_LowGrayLevelZoneEmphasis,0.012656146396136294,0.017579546369076136,0.010370817190499511,0.01267726569392057,0.028207056502767884,0.012147748566539433,0.014531310586981074,0.020995698225791466,0.005719611045520818,0.008930554735212034,0.004258350237266939,0.016808264391061867,0.013944737433149,0.01873384137903378,0.020414018512756947,0.00506658093344115,0.04674311999438199,0.01480185512520567,0.023422714211852203,0.028224876328950044,0.031120853049190125,0.03110001208616304,0.00968813990960339,0.022671017105164476,0.01728802405725065,0.004695427553100786,0.022973928866136327,0.03410165118621908,0.0263017528223678,0.013647877453617625,0.02423765851568359
original_glszm_SizeZoneNonUniformity,481.3018867924528,711.7550894509562,538.4877564526804,337.2271223814774,463.57660626029656,648.9529561347744,335.0813008130081,530.7192727272727,483.09683794466406,696.6408775981524,1791.4683226346638,442.8710263396912,554.6244193762442,623.4088669950739,379.048275862069,712.7446300715991,245.3835616438356,556.2844827586207,270.06925207756234,372.8961038961039,410.8747553816047,424.03516483516484,738.9968847352025,343.8004535147392,593.8682719546742,1348.7029360967185,486.7370242214533,327.5267379679144,133.3257328990228,471.34917555771096,448.678
original_glszm_SizeZoneNonUniformityNormalized,0.3783819864720541,0.43908395401046035,0.35637839606398436,0.3718049860876267,0.38185881899530194,0.41255750548936704,0.38917688828456226,0.385977652892562,0.4773684169413676,0.4022175967656769,0.4999911589826022,0.40224434726584124,0.36803212964581566,0.38387245504622775,0.43568767340467696,0.4252652924054887,0.37349096140614246,0.39962965715418153,0.3740571358414991,0.3459147531503747,0.40203009332838036,0.46597270861007123,0.38369516341391613,0.3897964325563937,0.42058659486874944,0.46587320763271794,0.4210527891189042,0.43786997054534016,0.4342857749153837,0.45717669792212506,0.448678
original_glszm_SmallAreaEmphasis,0.6381391472951531,0.6892249986344743,0.6186118288882159,0.6324556051540271,0.6407443369640942,0.6676713065387269,0.6466377059828579,0.6456254793252657,0.7183957035019826,0.659528032261109,0.7351658099210652,0.6593684836559468,0.6295071058492654,0.6435530297608578,0.6864143886745538,0.6782062892056798,0.6334704472867653,0.6571175358171287,0.6337359368881135,0.6087705482183176,0.6594399123162663,0.7094655705406228,0.6432832126800946,0.6484529490587593,0.6744579692576854,0.7097964973247075,0.6747709990071358,0.6877971125260314,0.6845632001879779,0.7028910362698041,0.6963556516611001
original_glszm_SmallAreaHighGrayLevelEmphasis,109.23829304753899,106.24538168261464,120.66062534991816,92.12223274515173,62.582172705760556,109.59832646092806,84.69990059042547,70.29019664809108,233.83283129068187,136.81793205118555,355.40383781731975,82.31752371989131,88.40846481578446,85.29124012449213,82.7755109525539,217.2198384749377,40.89241426985447,87.54345225809368,61.81617358471875,55.88501186004705,61.1127040039513,69.60296520965224,130.6758473843394,62.38926712587385,121.80192832785912,287.89763258191033,69.04183125421886,53.94501346609821,55.497752576345,100.6495473105165,72.38597271401463
original_glszm_SmallAreaLowGrayLevelEmphasis,0.008961357565530084,0.014096084729017196,0.007442490794379152,0.008942128988045571,0.02165785993983082,0.009151828478464881,0.01045951078276261,0.01493903666857007,0.004545643884019169,0.006666569238032118,0.003504126288818739,0.012388387920499065,0.00982680974368288,0.01397550930781465,0.01620196102565895,0.0037639762864955526,0.03499894207691945,0.0109588727872481,0.01741274652652253,0.019008705428103782,0.0244418506065741,0.025523538576217062,0.007172086807616493,0.016827288096881932,0.013681193178376317,0.0037719627849350126,0.01763014049326927,0.027155036892068076,0.020146950364236617,0.010582659551870934,0.019275111338185557
original_glszm_ZoneEntropy,5.956950632341214,5.889486210097247,6.1546171054964125,5.688803285187884,5.696103982376129,5.79653398854692,5.540091802322759,5.704342890419268,5.881851479752984,6.01059829642171,6.300014379341923,5.7138090516496325,5.888091983871661,5.799955498238144,5.607776013353069,5.915897061517042,5.245963712916068,5.684433216685498,5.575579151096482,5.678357056255894,5.601508894228274,5.380539674351497,6.1731922952647045,5.486697409895194,6.010513776354065,6.158327705565359,5.521727607852559,5.242083918727847,4.973212889120771,5.530788554205042,5.424635266406318
original_glszm_ZonePercentage,0.3065798987707881,0.36451540364290536,0.319247834354532,0.24869755963805867,0.22377880184331797,0.30343364197530864,0.24432463110102157,0.22482014388489208,0.4851390220517737,0.3600831600831601,0.5686398984288208,0.2697207251347379,0.24925570625206747,0.21664887940234792,0.2883659264169705,0.3483683225940553,0.16846153846153847,0.22993062438057482,0.23148445014427702,0.18191022612217347,0.24455611390284757,0.25771736052109884,0.3704558568955568,0.21644171779141105,0.3886595100467933,0.5165952890792291,0.22503406657582248,0.19720537832849988,0.21711456859971712,0.3028789659224442,0.24455857177794083
original_glszm_ZoneVariance,84.45426345377953,61.13463368854421,90.99240732313355,498.33803967427184,879.6213431166865,220.17516829815276,737.0389858104654,1137.056023272727,10.199803933821805,40.448022283974,3.2247205128506717,174.00892591245182,245.62294957088113,1724.3868451066514,161.06505615008587,119.45161332813097,2136.8056545943573,767.4240797166071,624.8436188334958,1811.489324351768,630.3668270648474,529.7252131385098,30.547735852718823,689.8659419172054,22.18235590928424,6.08706381379366,1025.764139408053,1313.2369580914524,436.66224575327055,245.51230571958897,469.929079
original_ngtdm_Busyness,2.089457902843593,2.2661791781557654,1.9225945117581094,2.8920610207044226,4.3638960218300324,2.54746787906395,2.5862409433090683,5.37459270015142,0.775757370619941,1.951326417290184,0.9585520166124808,3.0588993190722067,3.301922337016803,2.50712324703318,2.2619723909715055,0.9377042521695064,5.42601598907116,4.084737305250019,2.701273780832893,5.9130943828355065,4.71831870925588,2.9886250300712063,1.8786563289146767,3.7449578582137493,2.047919103080783,1.1945183812990634,4.6322392669950485,4.555248409488276,1.9492047938832517,2.1148858680807954,3.4795303142529135
original_ngtdm_Coarseness,0.001542109987069854,0.001299579464054917,0.0013289837195382926,0.001676217313058278,0.0011815357407613616,0.0011576991395967676,0.0017156483816881303,0.0010292273513970512,0.002663827895418068,0.0011936199643839496,0.0009709994464364346,0.0014351328973450153,0.0010729430545848382,0.000860939473774511,0.0018819196033629591,0.001219685775167468,0.0016069418995740224,0.0009801695759467976,0.0020100139607545715,0.0011224132066940983,0.0014173825556941617,0.0016437384742976015,0.0012304339489814418,0.00145740769669648,0.0016493510940062605,0.0010262689649312494,0.0011892865522821604,0.0015806590487820993,0.004040279098645908,0.0016865086284514163,0.0014368349975914262
