14,9,13,13,11,11,11,3,1,5,11,1,10,14,10,10,12,11,12,12,6,7,12,2,3,3,2,5,1,4,6,7,13,14,13,12,4,13,14,8,10,9,6,10,7,6,9,10,9,9,5,3,8,11,8,8,12,14,7,5,14,13,7,14,5,8,11,9,7,9,2,1,3,4,4,5,3,7,4,11,12,12,5,6,9,8,5,8,10,1,4,9,2,6,1,2,6,1,1,4,1,3,13,11,14,3,13,14,5,13,7,13,10,12,11,6,3,3,6,1,4,8,7,8,5,4,4,2,2,4,9,12,14,7,1,2,2,3,6,2,10,8,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.126271,0.87349,0.688554,0.732727,0.869412,0.617981,0.684933,0.774426,0.551223,0.881672,0.961876,0.839361,1.067871,0.971283,1.179405,0.833148,0.821233,0.688554,0.516133,1.126271,0.927357,0.923157,1.192092,1.301931,0.84114,1.09406,1.039929,1.053334,0.494403,0.656323,0.751539,0.531941,0.8532,0.976004,0.69582,0.952764,0.728994,0.597553,0.670552,0.952764,1.192092,0.778274,1.192092,1.126271,0.974196,1.192092,0.617981,0.845152,1.03548,0.649266,0.635267,0.681324,1.192092,1.379477,1.000232,1.192092,0.789876,0.617981,0.670552,0.617981,0.740222,0.666981,0.621419,0.617981,0.782133,0.531941,0.476151,0.617981,0.786,0.706792,1.192092,1.192092,1.192092,1.192092,0.762939,1.192092,1.062317,1.048857,1.017781,0.81728,0.829167,0.987172,0.869412,0.485234,0.87349,0.952764,1.135559,0.952764,0.59082,0.885778,0.688554,1.004604,0.944258,0.927357,1.192092,1.192092,1.192092,1.192092,1.192092,1.192092,1.117018,1.009369,0.8532,0.894017,0.706792,0.849171,0.69582,0.429154,0.368519,0.476151,0.617981,0.631791,1.071338,1.192092,0.952764,0.611134,0.770587,0.587468,0.944258,1.071338,0.931568,1.075863,0.914784,1.144885,1.053334,0.677724,0.75913,0.774426,1.087738,0.952764,1.084944,1.112408,1.126271,1.192092,1.071338,1.192092,1.084944,0.931568,0.918966,1.008989,0.944258,0.995869,0.793762,0.927357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
