0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,4,5,6,7,8,9
diagnostics_Image-original_Mean,-857.9329863223933,-926.8579825700097,-866.5578390882891,-910.1582839031609,-881.1788780420206,-947.1501806130188,-1020.2527602832622,-899.5600181918674,-861.8466943421515,-966.7103192432817,-793.5866659665437,-1023.7465162459918,-877.6823636879355,-1034.0711579303968,-1038.2306634834015,-983.9740980886409,-1020.2714182630348,-953.6256283142558,-974.8684155950286,-850.8201223580949,-1001.7269459477177,-1040.1109351234875,-869.4543753431436,-1015.3250833977594,-859.7338772769427,-881.6160811850552,-947.0080167683328,-1084.4999039088314,-1119.914362096975,-1078.4728544627717,-989.4958213183345
diagnostics_Image-original_Minimum,-3024.0,-3024.0,-3024.0,-3024.0,-3024.0,-3024.0,-3024.0,-3024.0,-3024.0,-3024.0,-3024.0,-3024.0,-3024.0,-3024.0,-3024.0,-3024.0,-3024.0,-3024.0,-3024.0,-3024.0,-3024.0,-3024.0,-3024.0,-3024.0,-3024.0,-3024.0,-3024.0,-3024.0,-3024.0,-3024.0,-3024.0
diagnostics_Image-original_Maximum,3071.0,3071.0,3071.0,3046.0,3071.0,2971.0,2524.0,3071.0,3071.0,3071.0,3071.0,3071.0,3071.0,3071.0,2903.0,3071.0,2627.0,3071.0,3071.0,2723.0,3071.0,2897.0,3071.0,3071.0,2597.0,3071.0,3071.0,3071.0,2148.0,3071.0,2791.0
diagnostics_Mask-original_VoxelNum,3763,848,9558,10982,7219,114371,15145,4411,32176,28550,18067,15069,145715,203656,32744,36626,8319,16413,14487,15336,248131,1113,115753,415,285780,39125,13355,1266,41713,46697,52649
diagnostics_Mask-original_VolumeNum,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,3
original_shape_Elongation,0.944847864006191,0.761730998324138,0.6364876140382388,0.8557938498024767,0.4995042716647168,0.6951219578828415,0.5468901543111538,0.7437223797366826,0.9501737254069073,0.8320657051844629,0.40149345865678576,0.7669960212626266,0.7996103974865266,0.9306081101241898,0.6730896676533764,0.8013953823109322,0.42540603326548965,0.7196837413119153,0.6691995019577566,0.5492463657136233,0.7870349545091446,0.7672369110169504,0.9724570421879722,0.7407465179235166,0.6834308997155658,0.9707385196415088,0.757268181610125,0.8418108117481783,0.8641103159950304,0.9050493874358512,0.9465430241540046
original_shape_Flatness,0.40548176011803166,0.3081141915760723,0.24278536160659583,0.4875734596124922,0.2739460533187236,0.39451035310454513,0.3363366445649696,0.4587110689407296,0.6348760672106774,0.28286198220038666,0.23658732819170797,0.5618583944432249,0.3501566924037353,0.3826604725899496,0.5259554824738192,0.4516155396364934,0.22177129459515973,0.4182393664648974,0.4826075330885753,0.3610821780081256,0.48807384631620143,0.4909878374622122,0.4673793706284655,0.1707303267809963,0.3568748199170832,0.5891337679476425,0.5756790568879246,0.5501427704694553,0.5920735080997854,0.6033793321091397,0.497457607625732
original_shape_LeastAxisLength,9.805778366431724,5.504601057902005,11.6287377931237,16.61945992137567,11.972899221253872,33.518836483721046,17.398198734083117,12.64697269739568,27.310157066046948,17.942061939303855,15.997782512757988,21.246524404819613,33.98550125337729,36.027836613508455,28.28264095532616,23.965642168301134,12.148905357551348,18.75469576097294,20.413869985494454,17.52453259785502,48.501932752697066,8.085891785215079,34.323874648717414,2.874998907394011,43.005751641936854,28.61204849171192,21.153230033972118,8.856836190395157,32.09036976117239,30.5180781650598,28.88242860000878
original_shape_MajorAxisLength,24.183031965673027,17.865457704965657,47.89719493865802,34.0860635330403,43.705317438262036,84.96313523827487,51.728525616310996,27.570672594843806,43.01651688656952,63.430446890502374,67.61893223543613,37.81473163869682,97.05798001482022,94.15092280021061,53.77383048143053,53.06646929729465,54.78123478392006,44.84201456092969,42.2991117748421,48.53336349782586,99.37416872215442,16.46861931857404,73.4390022447151,16.839415478199754,120.50654526965191,48.56630199858911,36.74483165728628,16.09915946516451,54.199975716130204,50.57859383148322,58.060080210370025
original_shape_Maximum2DDiameterColumn,29.154759474226502,21.095023109728988,37.48332962798263,34.52535300326414,53.150729063673246,91.78235124467012,35.4682957019364,30.4138126514911,53.9351462406472,73.33484846919642,70.03570517957252,40.19950248448356,90.44335243676011,104.92378186092989,57.42821606144492,60.207972893961475,52.3450093132096,48.507731342539614,38.47076812334269,61.032778078668514,103.0970416646375,18.24828759089466,91.48223871331527,18.027756377319946,134.23859355639868,76.6550715869472,35.35533905932738,18.439088914585774,63.071388124885914,64.38167441127949,81.8413098624405
